"Markers"	"chrom"	"loc"
"1397"	"IWA2622"	"3B"	67455
"1398"	"Marker1234"	"3B"	67455
"1399"	"Marker1235"	"3B"	67455
"1400"	"Marker1236"	"3B"	67455
"1401"	"Marker1475"	"3B"	67455
"1402"	"IWA5814"	"3B"	67455
"1403"	"Marker2767"	"3B"	67455
"1404"	"IWA6279"	"3B"	67455
"1405"	"IWA628"	"3B"	67455
"1406"	"IWA629"	"3B"	67455
"1407"	"Marker2916"	"3B"	67455
"1408"	"Marker2968"	"3B"	67455
"1409"	"Marker3287"	"3B"	67455
"1410"	"Marker1409"	"3B"	67670
"1411"	"Marker3412"	"3B"	67670
"1412"	"Marker2651"	"3B"	68102
"1413"	"Marker1810"	"3B"	68710
"1414"	"Marker1829"	"3B"	68710
"1415"	"Marker1830"	"3B"	68710
"1416"	"Marker217"	"3B"	68710
"1417"	"Marker250"	"3B"	68710
"1418"	"IWA1607"	"3B"	68870
"1419"	"Marker743"	"3B"	68870
"1420"	"IWA2672"	"3B"	68870
"1421"	"IWA2800"	"3B"	68870
"1422"	"Marker1335"	"3B"	68870
"1423"	"IWA3997"	"3B"	68870
"1424"	"IWA4193"	"3B"	68870
"1425"	"IWA4194"	"3B"	68870
"1426"	"Marker2039"	"3B"	68870
"1427"	"Marker251"	"3B"	68870
"1428"	"IWA7247"	"3B"	68870
"1429"	"IWA7333"	"3B"	68870
"1430"	"Marker3264"	"3B"	68870
"1431"	"Marker1164"	"3B"	69372
"1432"	"Marker2653"	"3B"	69527
"1433"	"Marker2793"	"3B"	69720
"1434"	"Marker797"	"3B"	70088
"1435"	"Marker1582"	"3B"	70088
"1436"	"Marker1583"	"3B"	70088
"1437"	"Marker2661"	"3B"	70088
"1438"	"Marker3611"	"3B"	70088
"1439"	"Marker89"	"3B"	71123
"1440"	"Marker1851"	"3B"	71340
"1441"	"Marker1852"	"3B"	71340
"1442"	"Marker1853"	"3B"	71340
"1443"	"IWA4439"	"3B"	71340
"1444"	"Marker2543"	"3B"	71340
"1445"	"Marker2938"	"3B"	71340
"1446"	"Marker3062"	"3B"	71340
"1447"	"Marker3182"	"3B"	71340
"1448"	"IWA7510"	"3B"	71340
"1449"	"Marker3255"	"3B"	71340
"1450"	"Marker3531"	"3B"	71340
"1451"	"Marker2085"	"3B"	71650
"1452"	"Marker1367"	"3B"	72018
"1453"	"Marker3250"	"3B"	72118
"1454"	"Marker648"	"3B"	72238
"1455"	"Marker1368"	"3B"	72238
"1456"	"Marker1369"	"3B"	72238
"1457"	"Marker2850"	"3B"	72238
"1458"	"Marker3253"	"3B"	72238
"1459"	"Marker2056"	"3B"	73133
"1460"	"Marker2587"	"3B"	73133
"1461"	"Marker3559"	"3B"	73133
"1462"	"Marker61"	"3B"	73353
"1463"	"IWA8520"	"3B"	73353
"1464"	"Marker2747"	"3B"	74226
"1465"	"Marker438"	"3B"	74263
"1466"	"Marker540"	"3B"	74263
"1467"	"Marker541"	"3B"	74263
"1468"	"Marker2148"	"3B"	74263
"1469"	"Marker2613"	"3B"	74263
"1470"	"Marker3138"	"3B"	74263
"1471"	"Marker1437"	"3B"	74951
"1472"	"Marker2308"	"3B"	74951
"1473"	"Marker606"	"3B"	75191
"1474"	"Marker965"	"3B"	75191
"1475"	"Marker1258"	"3B"	75191
"1476"	"Marker1342"	"3B"	75191
"1477"	"Marker3103"	"3B"	75191
"1478"	"Marker132"	"3B"	75436
"1479"	"Marker2145"	"3B"	76596
"1480"	"Marker964"	"3B"	76911
"1481"	"Marker1010"	"3B"	76911
"1482"	"Marker1075"	"3B"	76911
"1483"	"Marker1636"	"3B"	76911
"1484"	"Marker1637"	"3B"	76911
"1485"	"Marker3137"	"3B"	76911
"1486"	"Marker849"	"3B"	77091
"1487"	"Marker484"	"3B"	77229
"1488"	"Marker486"	"3B"	77229
"1489"	"Marker885"	"3B"	77229
"1490"	"Marker949"	"3B"	77229
"1491"	"Marker1952"	"3B"	77229
"1492"	"Marker2870"	"3B"	77229
"1493"	"Marker3393"	"3B"	77229
"1494"	"Marker3506"	"3B"	77229
"1495"	"Marker3507"	"3B"	77229
"1496"	"Marker483"	"3B"	77246
"1497"	"Marker485"	"3B"	77246
"1498"	"Marker1417"	"3B"	77246
"1499"	"Marker1523"	"3B"	77246
"1500"	"Marker1104"	"3B"	78161
"1501"	"Marker1105"	"3B"	78161
"1502"	"Marker2188"	"3B"	78161
"1503"	"Marker259"	"3B"	80129
"1504"	"Marker2794"	"3B"	80129
"1505"	"Marker295"	"3B"	80129
"1506"	"Marker25"	"3B"	80129
"1507"	"IWA8490"	"3B"	80757
"1508"	"Marker2646"	"3B"	80762
"1509"	"Marker40"	"3B"	80992
"1510"	"Marker576"	"3B"	80992
"1511"	"Marker638"	"3B"	80992
"1512"	"Marker639"	"3B"	80992
"1513"	"Marker819"	"3B"	80992
"1514"	"Marker1221"	"3B"	80992
"1515"	"Marker1560"	"3B"	80992
"1516"	"Marker1788"	"3B"	80992
"1517"	"Marker2867"	"3B"	80992
"1518"	"Marker3274"	"3B"	80992
"1519"	"Marker3315"	"3B"	81797
"1520"	"Marker3316"	"3B"	81797
"1521"	"Marker120"	"3B"	82157
"1522"	"Marker666"	"3B"	82187
"1523"	"Marker667"	"3B"	82187
"1524"	"Marker1968"	"3B"	82187
"1525"	"Marker2396"	"3B"	82187
"1526"	"Marker2483"	"3B"	82549
"1527"	"Marker579"	"3B"	84490
"1528"	"Marker2804"	"3B"	84490
"1529"	"Marker3445"	"3B"	84490
"1530"	"Marker3518"	"3B"	84490
"1531"	"Marker1382"	"3B"	85517
"1532"	"Marker2222"	"3B"	85517
"1533"	"Marker1558"	"3B"	86975
"1534"	"Marker2116"	"3B"	88075
"1535"	"Marker3575"	"3B"	88313
"1536"	"Marker2706"	"3B"	89128
"1537"	"Marker2707"	"3B"	89128
"1538"	"Marker2019"	"3B"	97026
"1539"	"Marker3267"	"3B"	110153
"1540"	"Marker322"	"3B"	115359
"1541"	"Marker323"	"3B"	115359
"1542"	"Marker367"	"3B"	119377
"1543"	"Marker3473"	"3B"	119902
"1544"	"Marker2783"	"3B"	132094
"1545"	"Marker859"	"3B"	140508
"1546"	"Marker2655"	"3B"	143293
"1547"	"Marker676"	"3B"	143441
"1548"	"Marker3536"	"3B"	144743
"1549"	"Marker2012"	"3D"	12848
"1550"	"Marker917"	"3D"	40508
"1551"	"Marker2602"	"3D"	42221
"1552"	"Marker2627"	"3D"	42221
"1553"	"Marker1815"	"3D"	67152
"1554"	"Marker2053"	"3D"	70179
"1555"	"IWA3573"	"3D"	74112
"1556"	"Marker3082"	"3D"	92722
"1557"	"Marker422"	"3D"	97657
"1558"	"Marker833"	"3D"	98196
"1559"	"Marker841"	"3D"	98196
"1560"	"Marker842"	"3D"	98196
"1561"	"Marker2506"	"3D"	98196
"1562"	"IWA4843"	"3D"	101236
"1563"	"IWA1082"	"3D"	104575
"1564"	"Marker1106"	"3D"	106768
"1565"	"Marker3524"	"3D"	107870
"1566"	"Marker1758"	"3D"	142318
"1567"	"Marker265"	"3D"	142318
"1568"	"Marker656"	"3D"	143007
"1569"	"Marker2962"	"3D"	143007
"1570"	"Marker3152"	"3D"	143007
"1571"	"Marker696"	"3D"	146511
"1572"	"Marker615"	"3D"	148409
"1573"	"Marker3474"	"3D"	148409
"1574"	"IWA5223"	"3D"	148484
"1575"	"Marker2848"	"3D"	149826
"1576"	"Marker2739"	"4A"	11598
"1577"	"IWA4981"	"4A"	24907
"1578"	"Marker17"	"4A"	29863
"1579"	"Marker3295"	"4A"	29863
"1580"	"Marker3581"	"4A"	29863
"1581"	"Marker1309"	"4A"	30901
"1582"	"Marker1713"	"4A"	33770
"1583"	"Marker3197"	"4A"	37053
"1584"	"Marker424"	"4A"	37948
"1585"	"Marker1828"	"4A"	39942
"1586"	"Marker1020"	"4A"	40270
"1587"	"Marker2413"	"4A"	40270
"1588"	"Marker244"	"4A"	40733
"1589"	"Marker1846"	"4A"	41019
"1590"	"Marker1847"	"4A"	41019
"1591"	"Marker1879"	"4A"	41019
"1592"	"Marker1960"	"4A"	42840
"1593"	"Marker782"	"4A"	43195
"1594"	"Marker1839"	"4A"	43195
"1595"	"Marker1838"	"4A"	43389
"1596"	"Marker1517"	"4A"	44450
"1597"	"Marker3257"	"4A"	47018
"1598"	"Marker477"	"4A"	47532
"1599"	"Marker773"	"4A"	47532
"1600"	"Marker1292"	"4A"	47532
"1601"	"Marker1371"	"4A"	47532
"1602"	"Marker1372"	"4A"	47532
"1603"	"Marker1562"	"4A"	47532
"1604"	"Marker1604"	"4A"	47532
"1605"	"Marker2285"	"4A"	47532
"1606"	"Marker2325"	"4A"	47532
"1607"	"Marker2458"	"4A"	47532
"1608"	"Marker2907"	"4A"	47532
"1609"	"Marker2917"	"4A"	47532
"1610"	"Marker2928"	"4A"	47532
"1611"	"Marker3012"	"4A"	47532
"1612"	"Marker309"	"4A"	47532
"1613"	"Marker3554"	"4A"	47532
"1614"	"Marker361"	"4A"	47532
"1615"	"Marker2658"	"4A"	48240
"1616"	"Marker33"	"4A"	48524
"1617"	"Marker34"	"4A"	48524
"1618"	"Marker37"	"4A"	48524
"1619"	"Marker481"	"4A"	48524
"1620"	"Marker491"	"4A"	48524
"1621"	"Marker49"	"4A"	48524
"1622"	"Marker55"	"4A"	48524
"1623"	"Marker56"	"4A"	48524
"1624"	"Marker621"	"4A"	48524
"1625"	"Marker645"	"4A"	48524
"1626"	"Marker62"	"4A"	48524
"1627"	"Marker709"	"4A"	48524
"1628"	"Marker749"	"4A"	48524
"1629"	"Marker118"	"4A"	48524
"1630"	"Marker1247"	"4A"	48524
"1631"	"Marker1248"	"4A"	48524
"1632"	"Marker1373"	"4A"	48524
"1633"	"Marker1380"	"4A"	48524
"1634"	"IWA3344"	"4A"	48524
"1635"	"Marker1495"	"4A"	48524
"1636"	"Marker1496"	"4A"	48524
"1637"	"Marker1506"	"4A"	48524
"1638"	"Marker1516"	"4A"	48524
"1639"	"Marker1524"	"4A"	48524
"1640"	"Marker153"	"4A"	48524
"1641"	"Marker1925"	"4A"	48524
"1642"	"Marker2113"	"4A"	48524
"1643"	"Marker203"	"4A"	48524
"1644"	"Marker2556"	"4A"	48524
"1645"	"Marker2641"	"4A"	48524
"1646"	"Marker2643"	"4A"	48524
"1647"	"Marker2683"	"4A"	48524
"1648"	"Marker2725"	"4A"	48524
"1649"	"Marker2865"	"4A"	48524
"1650"	"Marker2995"	"4A"	48524
"1651"	"Marker3085"	"4A"	48524
"1652"	"Marker3104"	"4A"	48524
"1653"	"Marker3105"	"4A"	48524
"1654"	"Marker3135"	"4A"	48524
"1655"	"Marker3151"	"4A"	48524
"1656"	"Marker3258"	"4A"	48524
"1657"	"Marker3542"	"4A"	48524
"1658"	"Marker35"	"4A"	48654
"1659"	"Marker1756"	"4A"	48654
"1660"	"Marker401"	"4A"	48838
"1661"	"Marker644"	"4A"	48838
"1662"	"Marker745"	"4A"	48838
"1663"	"Marker937"	"4A"	48838
"1664"	"Marker1135"	"4A"	48838
"1665"	"Marker1277"	"4A"	48838
"1666"	"Marker1394"	"4A"	48838
"1667"	"Marker1827"	"4A"	48838
"1668"	"Marker1926"	"4A"	48838
"1669"	"Marker2025"	"4A"	48838
"1670"	"Marker2076"	"4A"	48838
"1671"	"Marker2112"	"4A"	48838
"1672"	"Marker2886"	"4A"	48838
"1673"	"Marker3150"	"4A"	48838
"1674"	"Marker3388"	"4A"	48838
"1675"	"Marker337"	"4A"	48838
"1676"	"Marker407"	"4A"	48981
"1677"	"Marker468"	"4A"	48981
"1678"	"Marker570"	"4A"	48981
"1679"	"Marker591"	"4A"	48981
"1680"	"Marker695"	"4A"	48981
"1681"	"Marker69"	"4A"	48981
"1682"	"Marker1042"	"4A"	48981
"1683"	"Marker1186"	"4A"	48981
"1684"	"Marker1187"	"4A"	48981
"1685"	"Marker1322"	"4A"	48981
"1686"	"Marker1464"	"4A"	48981
"1687"	"Marker1465"	"4A"	48981
"1688"	"Marker160"	"4A"	48981
"1689"	"Marker1918"	"4A"	48981
"1690"	"Marker2164"	"4A"	48981
"1691"	"Marker2233"	"4A"	48981
"1692"	"Marker2403"	"4A"	48981
"1693"	"Marker2454"	"4A"	48981
"1694"	"Marker2579"	"4A"	48981
"1695"	"Marker2830"	"4A"	48981
"1696"	"Marker3130"	"4A"	48981
"1697"	"Marker3322"	"4A"	48981
"1698"	"Marker3396"	"4A"	48981
"1699"	"Marker2"	"4A"	48981
"1700"	"Marker3503"	"4A"	48981
"1701"	"Marker3603"	"4A"	48981
"1702"	"Marker512"	"4A"	49800
"1703"	"Marker1110"	"4A"	49800
"1704"	"Marker1366"	"4A"	49800
"1705"	"Marker1841"	"4A"	49800
"1706"	"Marker1878"	"4A"	49800
"1707"	"Marker2808"	"4A"	49800
"1708"	"Marker3091"	"4A"	49800
"1709"	"Marker1840"	"4A"	50086
"1710"	"Marker2182"	"4A"	50086
"1711"	"Marker2159"	"4A"	50454
"1712"	"Marker2584"	"4A"	50454
"1713"	"Marker700"	"4A"	51152
"1714"	"Marker161"	"4A"	51152
"1715"	"Marker2074"	"4A"	51152
"1716"	"Marker654"	"4A"	51367
"1717"	"Marker810"	"4A"	51367
"1718"	"Marker811"	"4A"	51367
"1719"	"Marker890"	"4A"	51367
"1720"	"Marker1141"	"4A"	51367
"1721"	"Marker1142"	"4A"	51367
"1722"	"Marker1172"	"4A"	51367
"1723"	"Marker1939"	"4A"	51367
"1724"	"Marker1976"	"4A"	51367
"1725"	"Marker2058"	"4A"	51367
"1726"	"Marker198"	"4A"	51367
"1727"	"Marker2227"	"4A"	51367
"1728"	"Marker2366"	"4A"	51367
"1729"	"Marker2381"	"4A"	51367
"1730"	"Marker228"	"4A"	51367
"1731"	"Marker2854"	"4A"	51367
"1732"	"Marker29"	"4A"	51699
"1733"	"Marker197"	"4A"	51699
"1734"	"Marker1556"	"4A"	51970
"1735"	"Marker1814"	"4A"	51970
"1736"	"Marker2118"	"4A"	51970
"1737"	"Marker2119"	"4A"	51970
"1738"	"Marker2120"	"4A"	51970
"1739"	"Marker2282"	"4A"	51970
"1740"	"Marker16"	"4A"	51970
"1741"	"Marker3178"	"4A"	51970
"1742"	"Marker2407"	"4A"	53860
"1743"	"Marker2761"	"4A"	54512
"1744"	"Marker1051"	"4A"	54829
"1745"	"Marker3078"	"4A"	54829
"1746"	"Marker995"	"4A"	57299
"1747"	"Marker886"	"4A"	58383
"1748"	"Marker1040"	"4A"	58383
"1749"	"Marker1591"	"4A"	58383
"1750"	"Marker1708"	"4A"	58383
"1751"	"Marker1727"	"4A"	58383
"1752"	"Marker2999"	"4A"	58383
"1753"	"Marker3223"	"4A"	58383
"1754"	"Marker3265"	"4A"	58383
"1755"	"Marker1813"	"4A"	60385
"1756"	"IWA8432"	"4A"	61912
"1757"	"Marker661"	"4A"	65955
"1758"	"Marker2328"	"4A"	65955
"1759"	"Marker643"	"4A"	66279
"1760"	"Marker3069"	"4A"	66954
"1761"	"Marker2944"	"4A"	68276
"1762"	"Marker958"	"4A"	69596
"1763"	"Marker1188"	"4A"	69964
"1764"	"Marker3009"	"4A"	69964
"1765"	"Marker1599"	"4A"	80051
"1766"	"Marker3538"	"4A"	87374
"1767"	"Marker1122"	"4A"	91194
"1768"	"Marker1319"	"4A"	94115
"1769"	"Marker199"	"4A"	94115
"1770"	"Marker2299"	"4A"	95270
"1771"	"Marker3305"	"4A"	97600
"1772"	"Marker2823"	"4A"	99190
"1773"	"Marker1151"	"4A"	102044
"1774"	"Marker1263"	"4A"	105871
"1775"	"Marker1574"	"4A"	105871
"1776"	"Marker2681"	"4A"	108761
"1777"	"Marker1267"	"4A"	110131
"1778"	"Marker3171"	"4A"	111272
"1779"	"Marker2875"	"4A"	121668
"1780"	"Marker224"	"4A"	122686
"1781"	"Marker1651"	"4A"	127122
"1782"	"Marker225"	"4A"	127122
"1783"	"Marker620"	"4A"	132947
"1784"	"Marker3352"	"4A"	132947
"1785"	"Marker2924"	"4A"	137279
"1786"	"Marker2926"	"4A"	142285
"1787"	"Marker2055"	"4A"	144377
"1788"	"Marker1444"	"4A"	147146
"1789"	"Marker716"	"4A"	151327
"1790"	"Marker717"	"4A"	151327
"1791"	"Marker513"	"4A"	164130
"1792"	"Marker2155"	"4A"	164130
"1793"	"Marker2409"	"4A"	164130
"1794"	"Marker2835"	"4B"	6776
"1795"	"Marker920"	"4B"	32658
"1796"	"Marker3492"	"4B"	32658
"1797"	"Marker3493"	"4B"	32658
"1798"	"Marker3523"	"4B"	36778
"1799"	"Marker1529"	"4B"	38299
"1800"	"Marker2005"	"4B"	39931
"1801"	"Marker1361"	"4B"	44575
"1802"	"Marker3494"	"4B"	45466
"1803"	"Marker2061"	"4B"	46861
"1804"	"Marker2121"	"4B"	52701
"1805"	"Marker3299"	"4B"	59942
"1806"	"Marker23"	"4B"	60391
"1807"	"Marker3553"	"4B"	60391
"1808"	"Marker36"	"4B"	61838
"1809"	"Marker134"	"4B"	62218
"1810"	"Marker480"	"4B"	62533
"1811"	"Marker1044"	"4B"	62564
"1812"	"Marker1938"	"4B"	62564
"1813"	"Marker405"	"4B"	63198
"1814"	"Marker2574"	"4B"	64038
"1815"	"Marker3621"	"4B"	64038
"1816"	"Marker1379"	"4B"	66324
"1817"	"Marker1740"	"4B"	66574
"1818"	"Marker1214"	"4B"	66889
"1819"	"Marker3329"	"4B"	69779
"1820"	"Marker1341"	"4B"	69864
"1821"	"Marker1594"	"4B"	70906
"1822"	"Marker1893"	"4B"	70906
"1823"	"Marker1894"	"4B"	70906
"1824"	"Marker707"	"4B"	71290
"1825"	"Marker2897"	"4B"	71290
"1826"	"Marker383"	"4B"	71461
"1827"	"Marker963"	"4B"	71461
"1828"	"Marker1088"	"4B"	71461
"1829"	"Marker1117"	"4B"	71461
"1830"	"Marker1416"	"4B"	71461
"1831"	"Marker1750"	"4B"	71461
"1832"	"Marker3006"	"4B"	71461
"1833"	"Marker3118"	"4B"	71461
"1834"	"Marker3119"	"4B"	71461
"1835"	"Marker3168"	"4B"	71461
"1836"	"Marker3219"	"4B"	71461
"1837"	"Marker3515"	"4B"	71461
"1838"	"Marker384"	"4B"	72137
"1839"	"Marker1658"	"4B"	72318
"1840"	"Marker2846"	"4B"	72318
"1841"	"Marker2632"	"4B"	72524
"1842"	"Marker3347"	"4B"	72527
"1843"	"Marker507"	"4B"	73840
"1844"	"Marker867"	"4B"	73840
"1845"	"Marker1120"	"4B"	73840
"1846"	"Marker1501"	"4B"	73860
"1847"	"Marker1525"	"4B"	73860
"1848"	"Marker1526"	"4B"	73860
"1849"	"Marker1527"	"4B"	73860
"1850"	"Marker2048"	"4B"	73860
"1851"	"Marker1270"	"4B"	75646
"1852"	"Marker1413"	"4B"	75646
"1853"	"Marker359"	"4B"	75646
"1854"	"Marker1408"	"4B"	76071
"1855"	"Marker1732"	"4B"	77719
"1856"	"Marker2671"	"4B"	79738
"1857"	"Marker3278"	"4B"	80612
"1858"	"Marker2837"	"4B"	81352
"1859"	"Marker1251"	"4B"	81716
"1860"	"Marker1252"	"4B"	81716
"1861"	"Marker1253"	"4B"	81716
"1862"	"Marker1254"	"4B"	81716
"1863"	"Marker2414"	"4B"	81716
"1864"	"Marker1356"	"4B"	86990
"1865"	"Marker724"	"4B"	90705
"1866"	"Marker1046"	"4B"	97735
"1867"	"Marker2435"	"4B"	97735
"1868"	"Marker802"	"4B"	98653
"1869"	"Marker2411"	"4B"	101347
"1870"	"Marker227"	"4B"	104048
"1871"	"Marker1612"	"4B"	104788
"1872"	"Marker1613"	"4B"	104788
"1873"	"Marker7"	"4B"	105665
"1874"	"Marker1608"	"4B"	114871
"1875"	"Marker310"	"4D"	69208
"1876"	"Marker2301"	"4D"	70590
"1877"	"Marker3177"	"4D"	79827
"1878"	"Marker708"	"4D"	80677
"1879"	"Marker2422"	"4D"	80677
"1880"	"Marker2585"	"4D"	80902
"1881"	"Marker692"	"4D"	82041
"1882"	"Marker2607"	"4D"	82041
"1883"	"Marker1619"	"4D"	83844
"1884"	"Marker173"	"4D"	83844
"1885"	"Marker619"	"4D"	84729
"1886"	"Marker828"	"4D"	86677
"1887"	"Marker2603"	"4D"	88428
"1888"	"Marker188"	"4D"	90983
"1889"	"Marker1502"	"4D"	92110
"1890"	"Marker112"	"4D"	92752
"1891"	"Marker1627"	"4D"	93058
"1892"	"Marker1452"	"4D"	105070
"1893"	"Marker2786"	"4D"	105070
"1894"	"Marker2883"	"4D"	153688
"1895"	"Marker1945"	"5A"	8658
"1896"	"Marker592"	"5A"	13777
"1897"	"Marker1681"	"5A"	15533
"1898"	"Marker659"	"5A"	15609
"1899"	"Marker775"	"5A"	15609
"1900"	"Marker137"	"5A"	15609
"1901"	"Marker2201"	"5A"	15609
"1902"	"Marker2774"	"5A"	15609
"1903"	"Marker2816"	"5A"	15609
"1904"	"Marker2818"	"5A"	15609
"1905"	"Marker2890"	"5A"	15609
"1906"	"Marker3139"	"5A"	15609
"1907"	"Marker3186"	"5A"	15609
"1908"	"Marker3500"	"5A"	15609
"1909"	"Marker1507"	"5A"	15856
"1910"	"Marker1508"	"5A"	15856
"1911"	"Marker2668"	"5A"	15856
"1912"	"Marker1946"	"5A"	16350
"1913"	"IWA8582"	"5A"	19891
"1914"	"Marker3534"	"5A"	19893
"1915"	"Marker856"	"5A"	22607
"1916"	"Marker857"	"5A"	22607
"1917"	"Marker858"	"5A"	22607
"1918"	"Marker196"	"5A"	22607
"1919"	"Marker3187"	"5A"	25647
"1920"	"Marker53"	"5A"	26506
"1921"	"Marker948"	"5A"	26506
"1922"	"Marker1028"	"5A"	26506
"1923"	"Marker1149"	"5A"	26506
"1924"	"Marker1325"	"5A"	26506
"1925"	"Marker1333"	"5A"	26506
"1926"	"Marker1937"	"5A"	26506
"1927"	"Marker2382"	"5A"	26506
"1928"	"Marker2665"	"5A"	26506
"1929"	"Marker2762"	"5A"	26506
"1930"	"Marker2838"	"5A"	26506
"1931"	"Marker3196"	"5A"	26506
"1932"	"Marker3261"	"5A"	26506
"1933"	"Marker3470"	"5A"	26506
"1934"	"Marker3535"	"5A"	26506
"1935"	"Marker590"	"5A"	29544
"1936"	"Marker3163"	"5A"	32326
"1937"	"Marker2110"	"5A"	35376
"1938"	"Marker2111"	"5A"	35376
"1939"	"Marker402"	"5A"	35949
"1940"	"Marker1749"	"5A"	35949
"1941"	"Marker2109"	"5A"	35949
"1942"	"Marker956"	"5A"	36582
"1943"	"Marker1398"	"5A"	36582
"1944"	"Marker1626"	"5A"	36582
"1945"	"Marker2594"	"5A"	36874
"1946"	"Marker336"	"5A"	38905
"1947"	"Marker1489"	"5A"	39620
"1948"	"Marker3070"	"5A"	39620
"1949"	"Marker1321"	"5A"	42031
"1950"	"Marker3511"	"5A"	42031
"1951"	"Marker3512"	"5A"	42031
"1952"	"Marker848"	"5A"	42856
"1953"	"Marker1441"	"5A"	42856
"1954"	"Marker2090"	"5A"	42856
"1955"	"IWA1546"	"5A"	43267
"1956"	"Marker54"	"5A"	43267
"1957"	"Marker760"	"5A"	43267
"1958"	"Marker999"	"5A"	43267
"1959"	"IWA3055"	"5A"	43267
"1960"	"Marker2427"	"5A"	43267
"1961"	"Marker2476"	"5A"	43267
"1962"	"Marker3181"	"5A"	43267
"1963"	"Marker3277"	"5A"	43267
"1964"	"Marker3620"	"5A"	43267
"1965"	"Marker26"	"5A"	43267
"1966"	"Marker469"	"5A"	43379
"1967"	"Marker1283"	"5A"	43379
"1968"	"Marker2489"	"5A"	43445
"1969"	"Marker1706"	"5A"	45082
"1970"	"Marker2498"	"5A"	45082
"1971"	"Marker2499"	"5A"	45082
"1972"	"Marker2596"	"5A"	46055
"1973"	"Marker3101"	"5A"	46073
"1974"	"Marker3102"	"5A"	46073
"1975"	"Marker2650"	"5A"	48935
"1976"	"Marker2493"	"5A"	49011
"1977"	"Marker2230"	"5A"	49229
"1978"	"Marker2232"	"5A"	49375
"1979"	"Marker2231"	"5A"	49389
"1980"	"Marker1657"	"5A"	49614
"1981"	"Marker121"	"5A"	50381
"1982"	"Marker2088"	"5A"	50381
"1983"	"Marker2421"	"5A"	50595
"1984"	"Marker2513"	"5A"	50595
"1985"	"Marker839"	"5A"	51124
"1986"	"Marker1197"	"5A"	51450
"1987"	"Marker2701"	"5A"	52800
"1988"	"Marker346"	"5A"	52800
"1989"	"Marker30"	"5A"	53465
"1990"	"Marker868"	"5A"	53465
"1991"	"Marker989"	"5A"	53465
"1992"	"Marker990"	"5A"	53465
"1993"	"Marker1192"	"5A"	53465
"1994"	"Marker1328"	"5A"	53465
"1995"	"Marker1957"	"5A"	53465
"1996"	"Marker1958"	"5A"	53465
"1997"	"Marker2398"	"5A"	53465
"1998"	"Marker2399"	"5A"	53465
"1999"	"Marker2735"	"5A"	53465
"2000"	"Marker2771"	"5A"	53465
"2001"	"Marker2868"	"5A"	53465
"2002"	"Marker292"	"5A"	53465
"2003"	"Marker3355"	"5A"	53465
"2004"	"Marker3454"	"5A"	53465
"2005"	"Marker3455"	"5A"	53465
"2006"	"Marker3457"	"5A"	53465
"2007"	"Marker3458"	"5A"	53465
"2008"	"Marker3499"	"5A"	53465
"2009"	"Marker1567"	"5A"	55127
"2010"	"Marker641"	"5A"	55600
"2011"	"Marker2062"	"5A"	56475
"2012"	"Marker2064"	"5A"	56475
"2013"	"Marker2861"	"5A"	56475
"2014"	"Marker2862"	"5A"	56475
"2015"	"Marker1374"	"5A"	56485
"2016"	"Marker1423"	"5A"	56485
"2017"	"Marker1545"	"5A"	56485
"2018"	"Marker2063"	"5A"	56485
"2019"	"Marker2858"	"5A"	56485
"2020"	"Marker2038"	"5A"	57929
"2021"	"Marker640"	"5A"	58155
"2022"	"Marker2180"	"5A"	59281
"2023"	"Marker3027"	"5A"	60609
"2024"	"Marker452"	"5A"	61159
"2025"	"Marker2242"	"5A"	61159
"2026"	"Marker1866"	"5A"	62718
"2027"	"Marker2280"	"5A"	62718
"2028"	"Marker3205"	"5A"	62718
"2029"	"Marker3206"	"5A"	62718
"2030"	"Marker3260"	"5A"	62718
"2031"	"Marker100"	"5A"	63240
"2032"	"Marker93"	"5A"	63246
"2033"	"Marker101"	"5A"	64210
"2034"	"Marker1736"	"5A"	64624
"2035"	"Marker1737"	"5A"	64624
"2036"	"Marker1177"	"5A"	66999
"2037"	"Marker1632"	"5A"	66999
"2038"	"Marker3106"	"5A"	66999
"2039"	"Marker980"	"5A"	68800
"2040"	"Marker2072"	"5A"	68948
"2041"	"Marker1401"	"5A"	70300
"2042"	"Marker951"	"5A"	73971
"2043"	"Marker2834"	"5A"	74762
"2044"	"Marker950"	"5A"	74784
"2045"	"Marker3311"	"5A"	76809
"2046"	"Marker1715"	"5A"	81129
"2047"	"Marker1915"	"5A"	84127
"2048"	"Marker2675"	"5A"	84581
"2049"	"Marker550"	"5A"	86358
"2050"	"Marker2054"	"5A"	86358
"2051"	"Marker2541"	"5A"	86588
"2052"	"IWA2013"	"5A"	88026
"2053"	"Marker896"	"5A"	88026
"2054"	"Marker2156"	"5A"	88026
"2055"	"IWA6640"	"5A"	88026
"2056"	"Marker3056"	"5A"	88026
"2057"	"Marker1534"	"5A"	89017
"2058"	"Marker1955"	"5A"	89017
"2059"	"Marker2920"	"5A"	89017
"2060"	"Marker2921"	"5A"	89017
"2061"	"Marker2922"	"5A"	89017
"2062"	"Marker3270"	"5A"	89017
"2063"	"Marker3284"	"5A"	89017
"2064"	"Marker3030"	"5A"	89184
"2065"	"Marker1395"	"5A"	89562
"2066"	"Marker2378"	"5A"	89562
"2067"	"Marker1396"	"5A"	89957
"2068"	"Marker2083"	"5A"	89957
"2069"	"IWA1"	"5A"	90544
"2070"	"Marker1822"	"5A"	90544
